Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Finish,Garage Cars,Garage Qual,Garage Cond,total_bath,total_outdoor_sf,house_age,remod_age,garage_age,qual_cond_interaction,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_160,MS SubClass_180,MS SubClass_190,MS Zoning_FV,MS Zoning_I (all),MS Zoning_Other,MS Zoning_RL,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Mas Vnr Type_None,Mas Vnr Type_Other,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,price_tier,SalePrice
37.0,4435,6,5,169.0,4,3,4,3,2,848.0,5,1,848,1,4,1,2,2.0,3,3,2.0,140,6,6,6.0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,155900
65.0,14006,7,5,144.0,4,3,4,3,0,936.0,5,1,1776,3,4,1,2,2.0,3,3,2.5,240,8,8,8.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,192500
64.0,7018,5,5,0.0,3,2,0,0,0,0.0,3,1,1535,4,3,0,1,2.0,3,3,2.0,0,31,31,31.0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Médio,118964
63.0,8199,7,5,0.0,4,3,4,3,3,728.0,5,1,1456,3,4,1,3,2.0,3,3,3.5,54,5,5,5.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,189000
85.0,10625,8,5,292.0,4,3,4,3,3,1660.0,5,1,1660,3,4,1,3,3.0,3,3,2.0,253,3,3,3.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,256000
40.0,3876,8,5,0.0,4,3,4,3,4,1226.0,3,1,1226,1,4,1,3,2.0,3,3,2.0,193,32,32,32.0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Alto,170000
84.0,10207,7,6,0.0,4,3,4,3,1,874.0,5,1,1761,3,4,0,3,2.0,3,3,3.0,249,3,3,3.0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,227875
85.0,9965,7,5,0.0,4,3,4,3,1,1528.0,5,1,1528,3,4,1,1,2.0,3,3,4.0,228,3,3,3.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,235876
108.0,14774,9,5,165.0,4,3,4,3,1,1393.0,5,1,2599,4,4,1,3,3.0,3,3,2.5,698,11,11,11.0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Alto,333168
115.0,21286,5,5,0.0,3,3,3,3,1,720.0,3,1,1271,4,3,1,1,1.0,3,3,2.0,108,62,60,62.0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Baixo,135000
60.0,12180,5,7,0.0,3,3,3,3,1,585.0,4,1,1053,2,5,0,0,0.0,0,0,1.5,42,72,3,72.0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Baixo,120000
24.0,2308,6,6,0.0,3,3,4,3,1,804.0,3,1,1548,3,4,1,1,2.0,3,3,3.5,48,34,34,34.0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Médio,155000
60.0,10044,5,6,0.0,3,3,4,3,4,1196.0,3,1,1196,3,3,0,2,1.0,3,3,2.0,425,42,42,42.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Baixo,144000
72.0,12095,6,6,115.0,3,4,3,3,4,1127.0,3,1,1445,3,3,1,2,2.0,3,3,1.5,180,46,46,46.0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,158000
50.0,8405,5,8,0.0,3,3,3,4,1,861.0,5,1,1367,4,3,0,1,1.0,3,3,2.0,242,110,60,32.0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,119000
80.0,10400,7,5,102.0,3,3,4,3,3,1845.0,4,1,1872,3,3,1,3,2.0,3,3,2.5,236,22,22,22.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,241500
64.0,8320,7,5,0.0,4,3,4,3,1,770.0,5,1,1582,3,4,0,2,2.0,3,3,2.5,45,6,6,6.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,185900
70.0,7931,5,6,0.0,3,3,3,3,1,1269.0,3,1,1269,3,3,1,1,1.0,3,3,1.5,0,50,50,46.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Médio,155000
72.0,17199,4,7,0.0,3,4,3,3,1,914.0,5,1,914,2,3,0,1,1.0,2,3,1.0,140,49,49,49.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Médio,128000
72.0,12342,5,5,0.0,3,3,3,3,1,978.0,3,1,1422,3,3,1,2,1.0,3,3,1.0,36,50,32,50.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,139900
34.0,3628,7,5,0.0,4,3,4,3,1,1143.0,5,1,1143,1,4,1,2,2.0,3,3,1.5,191,6,6,6.0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,176400
85.0,11050,8,5,0.0,4,3,4,3,1,1049.0,5,1,1916,3,4,1,1,3.0,3,3,3.5,70,12,11,12.0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,254900
60.0,7200,4,4,0.0,3,3,3,3,1,864.0,3,1,874,3,3,0,1,2.0,3,3,1.5,63,39,39,15.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Médio,97500
60.0,11414,7,8,0.0,3,4,4,3,1,728.0,3,0,2019,3,4,0,1,2.0,3,3,1.0,644,100,17,13.0,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,167500
68.0,8814,7,5,80.0,4,3,4,3,1,1274.0,5,1,1274,3,4,0,2,2.0,3,3,3.0,362,5,3,5.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,203000
80.0,20781,7,7,0.0,3,3,3,3,1,1568.0,3,1,2156,3,3,1,2,2.0,4,3,2.0,80,42,7,42.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,262500
85.0,11475,6,6,90.0,3,3,3,3,4,1208.0,5,1,1576,4,4,1,3,2.0,3,3,2.0,85,49,49,49.0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Médio,174500
50.0,6900,6,7,0.0,3,3,4,3,1,827.0,4,1,1251,3,2,0,1,1.0,2,3,1.0,0,72,10,72.0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Baixo,119000
64.0,7242,7,5,0.0,4,3,4,3,1,1270.0,5,1,1270,2,4,0,2,2.0,3,3,2.0,96,5,4,5.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,175900
60.0,7200,5,4,0.0,3,3,3,3,1,1208.0,4,1,1904,3,3,0,1,1.0,3,3,2.5,168,60,28,60.0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,138000
60.0,10800,7,7,0.0,3,3,4,3,2,880.0,2,0,1768,2,3,2,1,2.0,3,3,1.5,341,96,40,96.0,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,163000
65.0,8127,7,5,0.0,4,3,4,3,1,812.0,5,1,1653,3,4,0,2,2.0,3,3,3.5,45,7,7,7.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,209000
60.0,8147,9,5,230.0,4,3,5,3,4,1714.0,5,1,1714,2,4,1,3,2.0,3,3,3.0,211,5,5,5.0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,318000
60.0,10800,4,4,0.0,3,3,3,3,1,720.0,3,0,1192,4,3,0,0,0.0,0,0,1.5,0,61,60,61.0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Médio,135000
65.0,14149,5,8,50.0,4,4,3,3,4,980.0,3,1,1020,3,3,1,1,2.0,3,3,2.5,0,46,9,40.0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Baixo,165000
60.0,12180,4,4,0.0,3,2,4,3,1,672.0,2,0,924,2,2,0,1,1.0,3,3,2.0,0,69,60,69.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,80000
78.0,11344,5,5,180.0,3,3,3,3,1,874.0,3,1,1524,3,3,0,1,1.0,3,3,1.5,0,52,52,52.0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,144000
72.0,12929,6,6,276.0,3,3,3,3,4,1081.0,3,1,1081,3,3,0,1,1.0,3,3,2.0,118,50,17,50.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Médio,148000
80.0,10382,7,6,240.0,3,3,4,3,2,1107.0,5,1,2090,3,3,2,2,2.0,3,3,3.5,667,37,37,37.0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Médio,200000
90.0,15750,8,5,260.0,4,3,4,3,4,1462.0,5,1,1513,2,4,1,3,2.0,3,3,3.0,169,11,10,11.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,220000
70.0,9216,5,6,176.0,3,3,3,3,3,1076.0,3,1,1076,3,3,1,1,2.0,3,3,1.5,0,35,35,25.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Alto,143195
85.0,9572,8,5,336.0,4,3,5,3,1,1453.0,5,1,2810,4,4,1,2,2.0,4,4,2.5,500,20,20,20.0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,302000
51.0,9839,5,2,0.0,3,3,3,2,1,894.0,5,1,1666,3,3,1,0,0.0,0,0,2.0,156,79,60,79.0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Médio,100000
60.0,7200,4,5,0.0,3,3,0,0,0,0.0,2,0,1040,2,3,0,1,2.0,3,3,2.0,0,61,60,54.0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Médio,90000
72.0,11765,5,5,302.0,3,3,3,3,2,1617.0,2,1,1797,3,3,1,1,3.0,3,3,1.5,0,53,53,53.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Médio,169000
90.0,9900,5,5,0.0,3,3,4,3,1,1209.0,4,1,1209,3,3,0,2,2.0,3,3,2.0,120,44,44,44.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,159000
50.0,7550,4,5,0.0,2,2,3,2,1,951.0,2,0,1362,4,3,0,1,1.0,2,3,2.0,0,90,60,90.0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,96000
80.0,10400,7,6,280.0,3,3,4,3,2,738.0,3,1,2044,3,3,1,1,2.0,3,3,2.5,101,30,22,30.0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,185000
55.0,6854,5,7,0.0,3,4,3,3,1,756.0,3,0,1060,1,3,1,1,1.0,2,3,2.0,65,85,16,41.0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Baixo,136500
76.0,9291,6,5,120.0,4,3,4,3,1,832.0,5,1,1710,3,4,0,2,2.0,3,3,2.5,214,17,17,17.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,187000
60.0,9780,5,3,0.0,3,3,3,3,1,585.0,3,0,1112,4,3,0,1,1.0,1,1,3.0,0,76,60,76.0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Baixo,63000
72.0,9392,3,3,0.0,3,2,2,3,1,245.0,3,0,797,2,3,0,0,0.0,0,0,1.0,130,110,60,110.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Baixo,44000
78.0,9316,7,5,140.0,4,3,4,3,4,1614.0,5,1,1614,3,4,1,3,2.0,3,3,2.0,145,5,5,5.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,225000
50.0,7000,6,7,0.0,3,3,3,3,1,861.0,5,1,1285,3,3,0,3,2.0,3,3,1.5,228,84,60,60.0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Baixo,145400
65.0,13680,3,5,0.0,3,3,0,0,0,0.0,5,1,1733,4,3,1,1,2.0,3,3,2.0,0,55,55,55.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Baixo,139600
72.0,8640,8,5,0.0,4,3,4,3,3,896.0,5,1,1792,3,4,0,3,2.0,3,3,2.5,280,3,3,3.0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,255000
65.0,8125,6,5,0.0,3,3,4,3,1,702.0,4,1,1481,3,3,1,3,2.0,3,3,2.5,36,16,15,16.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,174000
85.0,10200,8,5,180.0,4,3,4,3,3,1578.0,5,1,1602,3,4,1,2,3.0,3,3,3.0,48,3,3,3.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,293200
92.0,12003,8,5,84.0,4,3,5,3,1,774.0,5,1,1968,4,5,1,3,3.0,3,3,2.5,75,1,0,1.0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Alto,269500
60.0,8118,9,5,178.0,5,3,5,3,4,1710.0,5,1,1710,2,5,1,2,2.0,3,3,3.0,204,3,3,3.0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,334000
51.0,6120,4,7,0.0,3,3,3,3,1,884.0,5,1,1573,3,4,0,1,1.0,3,3,1.0,54,75,15,75.0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,133000
73.0,9855,6,5,0.0,3,3,3,3,1,1436.0,2,1,1689,3,3,1,1,2.0,3,3,1.0,0,54,54,54.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Baixo,127500
70.0,9337,7,5,0.0,3,3,4,3,1,878.0,5,1,1692,3,3,1,2,2.0,3,3,2.5,39,13,12,13.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,191000
84.0,10728,8,5,0.0,4,3,4,3,2,1095.0,4,1,1939,3,4,1,2,3.0,3,3,2.5,243,4,4,4.0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,266000
92.5,12568,8,5,246.0,4,3,5,3,3,895.0,5,1,1818,3,5,1,3,3.0,3,3,3.5,300,3,3,3.0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,281500
63.0,7750,7,5,0.0,3,3,4,3,1,384.0,5,1,1430,3,3,1,3,2.0,3,3,2.5,180,10,10,10.0,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Médio,180000
32.0,3363,7,5,117.0,4,3,4,3,1,976.0,5,1,1708,3,4,0,1,2.0,3,3,2.0,40,6,6,6.0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Baixo,130000
60.0,10950,5,7,0.0,3,3,3,3,1,864.0,3,1,1064,2,2,0,1,1.0,3,3,1.5,0,58,58,58.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Médio,135000
24.0,4928,6,6,0.0,3,3,4,3,1,958.0,3,1,958,2,3,0,2,2.0,3,3,2.0,60,34,34,34.0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,143750
