Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Finish,Garage Cars,Garage Qual,Garage Cond,total_bath,total_outdoor_sf,house_age,remod_age,garage_age,qual_cond_interaction,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_160,MS SubClass_180,MS SubClass_190,MS Zoning_FV,MS Zoning_I (all),MS Zoning_Other,MS Zoning_RL,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Mas Vnr Type_None,Mas Vnr Type_Other,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,price_tier,SalePrice
80.0,13014,6,5,39.0,3,3,3,3,3,1008.0,3,1,1096,3,3,1,1,2.0,3,3,2.0,168,32,32,32.0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Baixo,157500
85.0,13346,7,5,0.0,4,3,4,3,1,1095.0,5,1,2295,4,4,1,2,2.0,3,3,3.5,40,18,10,18.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,268000
72.0,8169,5,7,0.0,3,4,3,3,1,912.0,5,1,912,3,4,0,1,1.0,3,3,2.0,204,44,44,44.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Baixo,129000
69.0,14850,5,5,0.0,3,3,3,3,1,1092.0,3,1,1092,2,3,1,3,1.0,3,3,2.0,268,53,53,53.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,141000
70.0,11218,6,5,0.0,4,3,4,3,1,1055.0,5,1,1845,3,4,1,2,2.0,3,3,2.5,739,18,18,18.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,189000
50.0,7420,5,6,0.0,3,3,3,3,1,991.0,5,1,1077,2,3,2,2,1.0,4,3,2.0,4,71,60,71.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Baixo,118000
59.0,6490,5,7,0.0,3,4,3,3,1,816.0,5,1,816,2,3,0,1,1.0,3,3,1.5,315,27,27,27.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,128500
62.0,7692,4,6,0.0,3,3,5,3,3,416.0,4,1,1204,3,3,0,1,1.0,3,3,1.0,0,56,56,56.0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Baixo,100000
60.0,9084,4,5,0.0,3,3,3,3,2,755.0,3,1,1510,4,3,1,1,1.0,2,1,2.0,120,70,60,70.0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Baixo,108000
130.0,11457,6,5,0.0,3,3,4,3,2,1392.0,3,1,1412,3,4,1,1,2.0,3,3,3.0,169,22,22,22.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Alto,175000
62.0,8857,6,5,0.0,4,3,4,3,1,738.0,5,1,1495,3,4,1,2,2.0,3,3,2.5,130,4,4,4.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,171925
80.0,9373,5,7,161.0,3,3,4,3,3,1621.0,3,1,1621,3,3,2,2,2.0,3,3,3.0,0,35,35,35.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,213000
63.0,10712,5,5,0.0,3,3,4,3,2,974.0,3,1,974,3,3,0,0,0.0,0,0,1.0,28,19,18,19.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Médio,93500
78.0,10140,7,5,0.0,3,3,4,3,1,832.0,3,1,1664,4,3,1,2,2.0,3,3,2.5,28,34,34,34.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,162900
80.0,8000,5,5,0.0,3,3,3,3,1,1027.0,3,1,1027,3,3,0,1,1.0,3,3,1.5,0,48,48,48.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,125900
60.0,7200,5,5,0.0,3,3,3,3,3,894.0,3,1,894,2,3,0,2,2.0,3,3,1.0,215,38,38,25.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Alto,123000
74.0,7785,5,5,0.0,3,3,0,0,0,0.0,3,1,1014,2,3,0,2,1.0,3,3,1.0,40,54,54,54.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Médio,98000
75.0,12000,7,7,0.0,3,3,3,3,1,704.0,5,1,1564,3,2,1,1,1.0,3,3,1.5,0,69,60,69.0,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,174500
63.0,13072,6,5,0.0,3,3,4,3,1,1131.0,5,1,1131,3,4,0,0,0.0,0,0,1.5,39,5,4,5.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Médio,132000
65.0,8775,5,5,0.0,3,3,4,3,1,990.0,4,1,990,3,3,0,1,1.0,3,3,1.0,64,16,16,14.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,126000
65.0,8125,7,6,0.0,4,3,4,3,1,813.0,5,1,1665,3,4,0,2,2.0,3,3,2.5,0,3,3,3.0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,205950
73.0,9735,5,5,0.0,3,3,4,3,1,384.0,4,1,1394,3,4,0,3,2.0,3,3,2.5,100,4,3,3.0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Alto,167500
56.0,9836,6,5,0.0,3,3,3,3,1,192.0,4,0,1133,3,3,0,1,1.0,3,3,2.0,175,2,2,2.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Baixo,143000
52.0,8741,6,4,0.0,3,3,3,2,1,735.0,3,1,1487,3,3,1,1,1.0,3,3,1.5,140,65,60,61.0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Baixo,113000
70.0,7540,6,6,0.0,3,3,4,3,3,888.0,5,1,912,2,3,1,2,2.0,3,3,2.0,0,32,32,32.0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,156000
70.0,9658,8,5,383.0,4,3,4,3,1,1598.0,4,1,1606,3,4,1,2,3.0,3,3,2.0,290,4,4,4.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,255900
86.0,5160,4,6,0.0,3,4,4,2,3,858.0,3,1,892,1,4,0,0,0.0,0,0,2.0,105,87,60,87.0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Baixo,70000
43.0,2938,7,5,40.0,4,3,4,3,3,1368.0,5,1,1511,2,4,1,3,2.0,3,3,3.0,160,8,8,8.0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,246990
63.0,13072,6,5,126.0,3,3,4,4,1,1175.0,5,1,1175,3,4,0,0,0.0,0,0,2.0,90,5,4,5.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Médio,146000
80.0,53107,6,5,0.0,4,3,4,3,3,1580.0,5,1,1953,3,4,2,3,2.0,3,3,3.5,447,18,18,18.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,240000
80.0,8800,6,7,156.0,3,4,3,3,4,936.0,5,1,1054,3,4,0,2,2.0,3,3,2.0,120,47,47,47.0,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,137500
80.0,10395,6,6,233.0,3,3,4,3,3,1032.0,3,1,1032,3,3,1,1,2.0,3,3,2.5,0,32,32,32.0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,148000
38.0,7840,6,5,355.0,3,3,4,3,4,976.0,3,1,1012,4,3,0,0,0.0,0,0,3.0,0,35,35,35.0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Baixo,127500
97.0,8940,7,5,200.0,3,4,4,4,4,1344.0,5,1,1344,2,3,0,3,4.0,3,3,4.0,0,13,12,13.0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,209200
34.0,3903,6,5,182.0,4,3,4,3,3,1302.0,5,1,1302,1,4,1,2,2.0,3,3,2.5,160,5,4,5.0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,200000
70.0,8304,6,5,0.0,3,3,4,3,1,941.0,5,1,1837,3,3,0,2,2.0,3,3,2.5,315,13,12,13.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,187000
63.0,17423,9,5,748.0,5,3,5,3,1,2216.0,5,1,2234,1,5,1,3,3.0,3,3,3.0,60,2,1,1.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,501837
76.0,9139,8,5,206.0,4,3,5,3,3,1422.0,5,1,1432,3,4,1,3,2.0,3,3,2.0,347,4,4,4.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,245000
108.0,13173,9,5,300.0,4,3,5,3,1,1652.0,5,1,1652,2,5,2,3,2.0,3,3,3.0,506,4,3,4.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,325000
