Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Finish,Garage Cars,Garage Qual,Garage Cond,total_bath,total_outdoor_sf,house_age,remod_age,garage_age,qual_cond_interaction,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_160,MS SubClass_180,MS SubClass_190,MS Zoning_FV,MS Zoning_I (all),MS Zoning_Other,MS Zoning_RL,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Mas Vnr Type_None,Mas Vnr Type_Other,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,price_tier,SalePrice
52.0,6240,5,7,0.0,3,3,3,3,1,1078.0,3,1,1573,3,3,1,1,2.0,3,3,2.0,0,80,18,80.0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Baixo,162900
62.0,10106,5,7,0.0,3,4,3,3,1,644.0,4,1,1355,4,3,0,0,0.0,0,0,3.0,140,70,11,70.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Baixo,127500
80.0,10197,6,5,491.0,3,3,3,3,1,1362.0,3,1,1362,3,3,1,1,2.0,3,3,2.5,20,49,49,49.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Médio,163000
88.0,11782,5,7,0.0,3,3,3,3,3,1109.0,3,1,1155,3,4,0,1,2.0,3,3,2.0,192,49,15,23.0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Baixo,148000
85.0,10936,8,5,60.0,4,3,4,3,1,1504.0,5,1,1504,3,4,0,3,2.0,3,3,2.0,144,4,4,4.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,199000
72.0,11616,5,5,116.0,3,3,3,3,1,1092.0,3,1,1092,3,3,1,1,1.0,3,3,1.5,164,48,48,48.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Baixo,139000
60.0,8072,5,5,0.0,3,4,4,4,1,990.0,5,1,990,3,3,0,1,2.0,3,3,2.0,64,16,15,10.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Alto,138000
80.0,9600,5,7,0.0,4,3,3,3,1,1113.0,4,1,1113,3,4,1,1,1.0,3,3,1.0,200,60,3,60.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,147000
53.0,3710,7,5,20.0,4,3,4,3,4,1146.0,5,1,1246,2,4,1,3,2.0,3,3,2.0,124,3,2,3.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,187687
75.0,9375,7,5,0.0,4,3,4,3,1,1040.0,5,1,2098,4,4,1,3,2.0,3,3,2.5,369,13,13,13.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,240000
36.0,3951,10,5,0.0,5,3,4,3,2,970.0,5,1,2393,2,5,1,3,2.0,3,3,3.5,90,12,11,12.0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,345000
60.0,7200,4,6,0.0,3,3,0,0,0,0.0,3,1,2650,6,3,0,0,0.0,0,0,3.0,0,43,43,43.0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Médio,160000
92.0,12108,4,4,270.0,3,3,3,3,1,1440.0,3,0,1440,4,2,0,0,0.0,0,0,2.0,0,55,55,55.0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Baixo,118000
93.0,12085,8,5,328.0,4,3,5,3,1,1734.0,5,1,1734,3,5,1,2,3.0,3,3,3.0,0,3,3,3.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,318000
21.0,1890,6,6,422.0,3,3,3,3,1,483.0,4,1,987,2,3,0,1,1.0,3,3,1.5,411,38,38,35.0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Baixo,100500
24.0,2364,6,5,0.0,4,3,4,3,1,855.0,3,1,1456,3,3,1,3,2.0,3,3,2.5,147,32,32,32.0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,138000
43.0,3182,7,5,16.0,4,3,4,3,3,1220.0,5,1,1220,2,4,1,3,2.0,3,3,2.0,116,5,4,5.0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,180000
85.0,11475,5,5,95.0,3,3,3,3,1,1584.0,3,1,1776,4,3,0,1,3.0,3,3,3.0,25,52,52,42.0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Médio,110000
72.0,10665,7,5,167.0,4,3,4,3,3,1453.0,5,1,1479,3,4,0,2,2.0,3,3,3.0,173,7,7,7.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,226000
21.0,1894,4,5,0.0,3,3,3,3,1,546.0,3,1,1092,3,3,0,1,1.0,3,3,1.5,24,40,40,40.0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Baixo,71000
24.0,1950,6,6,0.0,3,4,4,3,1,716.0,3,1,1556,3,3,1,3,2.0,3,3,3.5,161,30,30,30.0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Baixo,151000
58.0,17104,7,5,0.0,4,3,4,4,3,654.0,5,1,1496,3,4,1,2,2.0,3,3,3.5,124,4,4,4.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,179665
60.0,9738,5,7,0.0,3,4,3,3,1,784.0,4,1,1221,4,3,0,1,1.0,3,3,2.0,236,86,60,45.0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Baixo,104900
53.0,5470,3,5,0.0,3,3,3,3,1,792.0,4,1,792,2,3,0,1,1.0,2,3,1.0,90,52,52,52.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Baixo,99900
138.0,18030,5,6,0.0,3,3,3,3,1,1598.0,3,1,3086,3,5,1,0,0.0,0,0,3.0,122,64,16,64.0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Alto,200500
85.0,10533,6,6,244.0,3,4,3,3,1,1008.0,3,1,1024,2,4,2,1,1.0,3,3,2.0,0,54,54,54.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,157500
75.0,8250,6,7,260.0,3,3,4,3,1,1092.0,5,1,1092,3,3,0,2,2.0,3,4,2.0,0,46,46,46.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Médio,145000
65.0,10816,9,5,364.0,5,3,5,3,4,1720.0,5,1,1720,3,5,1,2,3.0,3,3,3.0,312,2,2,2.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,332000
75.0,13860,8,7,0.0,4,3,4,3,4,1952.0,4,1,2704,4,5,3,3,2.0,3,3,3.5,380,38,15,38.0,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,345000
153.0,4118,4,4,0.0,3,3,3,3,1,693.0,2,0,693,2,2,0,0,0.0,0,0,1.0,20,69,60,69.0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Baixo,52500
55.0,12640,6,5,0.0,3,3,3,3,4,1728.0,3,1,1728,4,3,0,1,2.0,3,3,2.0,40,34,34,34.0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,150900
53.0,5350,7,8,0.0,3,3,3,3,1,624.0,5,1,1450,3,3,0,1,1.0,3,3,1.0,192,90,45,75.0,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,132000
55.0,4388,5,7,0.0,3,4,3,3,1,672.0,5,1,840,3,3,1,0,0.0,0,0,1.0,0,80,60,80.0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Baixo,87000
65.0,6305,6,6,0.0,3,3,3,3,3,1008.0,3,1,1096,3,3,1,1,1.0,3,3,2.0,0,35,35,35.0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Baixo,125200
72.0,17529,5,5,65.0,3,3,3,3,1,872.0,2,0,872,2,2,1,1,1.0,2,2,1.0,116,86,60,86.0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Baixo,105000
82.0,11070,7,5,70.0,3,3,3,3,1,1907.0,4,1,1959,5,3,0,1,3.0,3,3,3.0,0,22,21,21.0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Médio,171000
21.0,2665,5,6,0.0,3,3,4,3,2,264.0,3,1,1304,3,3,1,3,1.0,3,3,1.5,165,34,34,34.0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Baixo,115000
70.0,11207,6,5,0.0,3,3,4,3,3,802.0,4,1,1511,3,3,1,3,2.0,3,3,3.5,170,13,13,13.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,185000
140.0,19138,4,5,0.0,3,3,3,3,1,864.0,5,1,864,2,3,0,1,2.0,3,3,1.0,0,59,59,59.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Médio,141000
68.0,9768,5,5,0.0,3,3,3,3,1,960.0,4,1,960,2,3,0,2,1.0,3,3,2.0,70,55,55,55.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,122000
79.0,10634,5,6,0.0,3,3,3,3,1,608.0,3,1,1319,3,3,0,1,1.0,3,3,2.0,66,57,57,57.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,123000
21.0,2205,6,6,567.0,3,3,3,3,1,525.0,3,1,1092,3,3,0,1,1.0,3,3,1.5,144,37,37,37.0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Baixo,113500
75.0,9750,5,6,0.0,3,3,3,3,1,1625.0,5,1,1625,4,3,0,1,2.0,3,3,2.0,0,45,45,45.0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Médio,140500
65.0,6435,6,5,0.0,3,3,3,3,1,972.0,4,1,1577,3,2,1,1,1.0,3,3,1.0,0,71,60,71.0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,140200
72.0,8339,5,7,0.0,3,3,0,0,0,0.0,3,1,882,3,3,0,2,1.0,3,3,1.0,0,51,51,51.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Médio,106500
70.0,10316,7,5,0.0,4,3,4,3,1,992.0,5,1,1865,3,4,1,2,3.0,3,3,3.5,184,10,10,10.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,235000
53.0,4045,7,5,45.0,4,3,4,3,3,1356.0,5,1,1500,2,4,1,3,3.0,3,3,3.0,181,4,4,4.0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,246578
65.0,10237,6,5,0.0,4,3,4,3,1,768.0,5,1,1536,3,4,1,3,2.0,3,3,2.5,138,5,4,5.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,176000
63.0,14762,5,6,0.0,3,3,0,0,0,0.0,4,1,2320,2,3,1,1,2.0,3,3,2.0,264,62,60,31.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Médio,169000
60.0,5775,6,7,0.0,3,3,3,3,1,483.0,5,1,1427,3,4,0,1,1.0,3,3,1.0,136,95,8,95.0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Baixo,123000
71.0,12209,6,5,0.0,3,3,5,3,1,804.0,5,1,1961,3,4,1,3,2.0,3,3,3.5,317,9,8,9.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Médio,215000
51.5,6120,5,6,0.0,3,4,0,0,0,0.0,4,0,808,1,3,0,1,1.0,3,3,1.0,48,65,15,85.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Baixo,81300
63.0,11700,5,6,0.0,3,3,3,3,1,942.0,5,1,1938,4,4,1,1,1.0,3,3,2.0,40,73,15,73.0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Médio,198000
60.0,6882,6,7,0.0,3,3,3,3,1,684.0,3,1,1355,3,4,0,0,0.0,0,0,1.5,251,96,4,96.0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Baixo,127000
71.0,7350,5,6,0.0,3,3,3,3,1,1041.0,4,1,1041,3,3,0,2,1.0,3,3,1.0,0,52,52,52.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,128000
56.0,7741,6,5,0.0,3,3,3,2,1,1032.0,4,0,1032,2,3,0,1,1.0,3,3,1.0,112,86,60,15.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,108000
40.0,4280,5,6,0.0,3,3,3,3,1,440.0,3,0,694,2,4,1,1,1.0,4,3,1.0,34,97,8,20.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Médio,90350
80.0,8000,6,6,525.0,3,3,3,3,1,1008.0,3,1,2411,4,3,1,2,2.0,3,3,3.5,192,40,40,40.0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,240050
70.0,8400,5,5,0.0,3,4,3,3,1,923.0,3,1,925,3,3,2,1,1.0,3,3,2.0,81,55,55,55.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,116900
72.0,11341,5,6,180.0,3,3,4,3,1,1392.0,3,1,1392,3,3,1,1,2.0,3,3,2.5,0,53,14,53.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Baixo,121500
70.0,9100,6,6,0.0,3,3,3,3,1,864.0,5,1,864,2,3,0,1,1.0,5,5,1.0,0,51,51,2.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Médio,127500
63.0,9636,6,5,0.0,3,3,4,3,1,808.0,4,1,1593,3,3,1,2,2.0,3,3,2.5,382,18,17,17.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Médio,178000
60.0,6600,5,6,0.0,3,3,3,3,1,845.0,4,1,845,3,4,0,1,1.0,3,3,1.0,0,28,5,28.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,134500
50.0,9140,6,5,0.0,3,3,3,3,2,629.0,2,1,1107,2,3,0,1,1.0,3,3,1.0,56,89,35,60.0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,110000
43.0,3203,7,5,14.0,4,3,4,3,3,1145.0,5,1,1145,2,4,0,3,2.0,3,3,2.0,216,4,4,4.0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,160000
70.0,7945,5,6,0.0,3,3,3,3,1,1150.0,5,1,1150,3,3,0,2,1.0,3,3,2.0,0,51,51,51.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,141000
56.0,6956,4,7,0.0,3,4,2,3,2,624.0,5,1,936,3,3,0,1,1.0,3,1,1.0,0,62,60,62.0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Baixo,97900
59.0,15810,6,5,0.0,4,3,4,3,1,768.0,5,1,1496,3,4,0,1,2.0,3,3,3.0,100,3,3,3.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,181755
141.0,31770,6,5,112.0,3,3,3,4,4,1080.0,2,1,1656,3,3,2,3,2.0,3,3,2.0,272,50,50,50.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Médio,215000
